"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs10131197-<b>G</b>,"5 x 10-11",,0.33,'-,'-,'-,RIN3,Asthma,asthma,'-,GCST010043,14:92549049
rs59457020-<b>G</b>,"8 x 10-9",,0.12,'-,'-,'-,RCOR1,Asthma,asthma,'-,GCST010043,14:102724506
rs1942-<b>G</b>,"1 x 10-12",,0.54,'-,'-,'-,RTF1,Asthma,asthma,'-,GCST010043,15:41482225
rs714417-<b>C</b>,"1 x 10-11",,0.69,'-,'-,'-,PRDM11,Asthma,asthma,'-,GCST010043,11:45225625
rs174551-<b>T</b>,"6 x 10-18",,0.66,'-,'-,'-,"FADS2, FADS1",Asthma,asthma,'-,GCST010043,11:61806212
rs479844-<b>G</b>,"2 x 10-22",,0.55,'-,'-,'-,"AP5B1, OVOL1",Asthma,asthma,'-,GCST010043,11:65784486
rs7936323-<b>A</b>,"7 x 10-86",,0.47,'-,'-,'-,"EMSY, LINC02757",Asthma,asthma,'-,GCST010043,11:76582714
rs1784776-<b>T</b>,"2 x 10-9",,0.7,'-,'-,'-,"SIK2, LAYN",Asthma,asthma,'-,GCST010043,11:111601668
rs12365699-<b>G</b>,"2 x 10-18",,0.84,'-,'-,'-,"CXCR5, Y_RNA",Asthma,asthma,'-,GCST010043,11:118872577
rs55836957-<b>C</b>,"2 x 10-12",,0.78,'-,'-,'-,LINC02098,Asthma,asthma,'-,GCST010043,11:128298736
rs56389811-<b>C</b>,"7 x 10-11",,0.77,'-,'-,'-,HDAC7,Asthma,asthma,'-,GCST010043,12:47811575
rs3759129-<b>C</b>,"5 x 10-8",,0.19,'-,'-,'-,"AQP5, AQP2",Asthma,asthma,'-,GCST010043,12:49960654
rs1689510-<b>C</b>,"2 x 10-31",,0.33,'-,'-,'-,SUOX,Asthma,asthma,'-,GCST010043,12:56002984
rs167769-<b>T</b>,"3 x 10-39",,0.39,'-,'-,'-,STAT6,Asthma,asthma,'-,GCST010043,12:57109992
rs1051334-<b>A</b>,"2 x 10-12",,0.6,'-,'-,'-,TSPAN8,Asthma,asthma,'-,GCST010043,12:71129354
rs12303699-<b>A</b>,"8 x 10-12",,0.38,'-,'-,'-,PLXNC1,Asthma,asthma,'-,GCST010043,12:94188560
rs653178-<b>T</b>,"1 x 10-10",,0.53,'-,'-,'-,'-,Asthma,asthma,'-,GCST010043,"Mapping not available"
rs625228-<b>A</b>,"2 x 10-15",,0.43,'-,'-,'-,SPPL3,Asthma,asthma,'-,GCST010043,12:120840463
rs7132277-<b>C</b>,"3 x 10-11",,0.81,'-,'-,'-,PITPNM2,Asthma,asthma,'-,GCST010043,12:123108835
rs981625-<b>G</b>,"2 x 10-9",,0.06,'-,'-,'-,LINC00393,Asthma,asthma,'-,GCST010043,13:73465798
rs7987173-<b>C</b>,"8 x 10-20",,0.54,'-,'-,'-,"CCR12P, TM9SF2",Asthma,asthma,'-,GCST010043,13:99421088
rs34332679-<b>GA</b>,"6 x 10-11",,0.64,'-,'-,'-,"DNAJC8P1, NFKBIA",Asthma,asthma,'-,GCST010043,14:35412761
rs3751289-<b>G</b>,"2 x 10-8",,0.22,'-,'-,'-,PRKCH,Asthma,asthma,'-,GCST010043,14:61517225
rs9866261-<b>G</b>,"1 x 10-7",,0.125,1.45,'-,[1.26-1.66],ADAMTS9,Asthma,asthma,'-,GCST003176,3:64540891
rs10197862-<b>?</b>,"2 x 10-6",,NR,1.99,'-,[NR],"IL18R1, IL1RL1",Asthma,asthma,'-,GCST003176,2:102350089
rs3032952-<b>TAC</b>,"1 x 10-18",,0.605912655,0.855263,'-,[0.826031141-0.885529279],'-,Asthma,asthma,'-,GCST90013679,10:9021025
rs3857440-<b>A</b>,"2 x 10-8",,0.314416741,1.1026152,'-,[1.065591942-1.140924927],"IRF1-AS1, IRF1",Asthma,asthma,'-,GCST90013679,5:132458377
rs10797119-<b>C</b>,"1 x 10-8",,0.321842978,1.1073811,'-,[1.068996778-1.147143698],"SEMA4D, GADD45G",Asthma,asthma,'-,GCST90013679,9:89587580
rs12253380-<b>G</b>,"3 x 10-16",,NR,0.8736538,'-,[0.845850941346268-0.902370609461935],LINC02676,Asthma,asthma,'-,GCST90013679,10:8898431
rs10905284-<b>A</b>,"5 x 10-11",,NR,0.8991948,'-,[0.871085637578549-0.928210976350825],GATA3,Asthma,asthma,'-,GCST90013679,10:8073399
rs705704-<b>A</b>,"7 x 10-10",,0.186381674,1.1352457,'-,[1.090382653-1.181954567],RPS26,Asthma,asthma,'-,GCST90013679,12:56041628
rs10519067-<b>A</b>,"2 x 10-11",,0.210494286,0.8747046,'-,[0.84126822-0.909469966],RORA,Asthma,asthma,'-,GCST90013679,15:60776148
rs3024577-<b>G</b>,"8 x 10-16",,0.713095495,1.1553274,'-,[1.115464161-1.196615338],IL4R,Asthma,asthma,'-,GCST90013679,16:27346882
rs3835894-<b>CA</b>,"3 x 10-8",,0.486058363,1.0938642,'-,[1.059621574-1.129213346],CD28,Asthma,asthma,'-,GCST90013679,2:203712201
rs4449174-<b>G</b>,"1 x 10-8",,0.157143061,0.8602773,'-,[0.816650038-0.906235211],D2HGDH,Asthma,asthma,'-,GCST90013679,2:241763123
rs10719384-<b>A</b>,"4 x 10-8",,0.553305322,0.9126199,'-,[0.883431608-0.942772586],LPP,Asthma,asthma,'-,GCST90013679,3:188393029
rs1837253-<b>C</b>,"4 x 10-14",,0.351043635,1.1360734,'-,[1.099170099-1.174215642],TSLP,Asthma,asthma,'-,GCST90013679,5:111066174
rs2069812-<b>G</b>,"6 x 10-7",,NR,1.0902325,'-,[1.05389948653548-1.12781796122438],IL5,Asthma,asthma,'-,GCST90013679,5:132544224
rs13227841-<b>C</b>,"2 x 10-9",,0.680363399,0.85710484,'-,[0.814967284-0.901421068],TMEM270,Asthma,asthma,'-,GCST90013756,7:73865152
rs9836823-<b>G</b>,"5 x 10-9",,0.273759927,0.86310494,'-,[0.821504381-0.906812182],LRRC3B,Asthma,asthma,'-,GCST90013756,3:26804032
rs1701704-<b>G</b>,"2 x 10-14",,0.3433,1.07,'-,[1.05-1.09],IKZF4,Asthma,asthma,'-,GCST011157,12:56018703
rs7216389-<b>T</b>,"9 x 10-11",,0.52,1.45,'-,[1.17-1.81],GSDMB,Asthma,asthma,'-,GCST000061,17:39913696
rs3771180-<b>?</b>,"2 x 10-15",,NR,'-,'-,'-,"IL1RL1, IL18R1",Asthma,asthma,'-,GCST001182,2:102337157
rs1837253-<b>?</b>,"1 x 10-14",,NR,'-,'-,'-,TSLP,Asthma,asthma,'-,GCST001182,5:111066174
rs2381416-<b>?</b>,"2 x 10-12",,NR,'-,'-,'-,GTF3AP1,Asthma,asthma,'-,GCST001182,9:6193455
rs11078927-<b>?</b>,"2 x 10-16",,NR,'-,'-,'-,GSDMB,Asthma,asthma,'-,GCST001182,17:39908152
rs4845783-<b>?</b>,"6 x 10-6",,NR,'-,'-,'-,"CRCT1, LCE3E",Asthma,asthma,'-,GCST001182,1:152520083
rs11214966-<b>?</b>,"6 x 10-7",,NR,'-,'-,'-,"C11orf71, NNMT",Asthma,asthma,'-,GCST001182,11:114360533
rs1101999-<b>?</b>,"4 x 10-9",,NR,'-,'-,'-,PYHIN1,Asthma,asthma,'-,GCST001182,1:158962765
rs9272346-<b>?</b>,"2 x 10-8",(Adult),NR,'-,'-,'-,HLA-DQA1,Asthma,asthma,'-,GCST001763,6:32636595
rs6456042-<b>?</b>,"6 x 10-6",,NR,'-,'-,'-,"TBXT, GAPDHP72",Asthma,asthma,'-,GCST001495,6:166121254
rs1588265-<b>C</b>,"3 x 10-8",,0.29,1.18,'-,[1.08-1.30],PDE4D,Asthma,asthma,'-,GCST000389,5:60073967
rs10762058-<b>G</b>,"6 x 10-6",,0.25,5,'-,[2.36-10.6],CTNNA3,"Asthma (toluene diisocyanate-induced)",asthma,'-,GCST000330,10:66328750
rs9319321-<b>T</b>,"3 x 10-6",,0.29,5.2,'-,[2.47-10.92],"FGFR1OP2P1, GPR12","Asthma (toluene diisocyanate-induced)",asthma,'-,GCST000330,13:26841536
rs16937883-<b>G</b>,"7 x 10-6",,0.02,5.29,'-,[2.41-11.61],'-,"Asthma (toluene diisocyanate-induced)",asthma,'-,GCST000330,9:20098713
rs1295686-<b>T</b>,"1 x 10-7",,0.20,1.15,'-,[1.09-1.20],"TH2LCRR, IL13",Asthma,asthma,'-,GCST000804,5:132660151
rs3771166-<b>G</b>,"3 x 10-9",,0.62,1.15,'-,[1.10-1.20],IL18R1,Asthma,asthma,'-,GCST000804,2:102369762
rs1342326-<b>C</b>,"9 x 10-10",,0.16,1.2,'-,[1.13-1.28],GTF3AP1,Asthma,asthma,'-,GCST000804,9:6190076
rs3894194-<b>A</b>,"5 x 10-9",,0.45,1.17,'-,[1.11-1.23],GSDMA,Asthma,asthma,'-,GCST000804,17:39965740
rs2284033-<b>G</b>,"1 x 10-8",,0.56,1.12,'-,[1.08-1.16],IL2RB,Asthma,asthma,'-,GCST000804,22:37137994
rs744910-<b>G</b>,"4 x 10-9",,0.49,1.12,'-,[1.09-1.16],SMAD3,Asthma,asthma,'-,GCST000804,15:67154447
rs9273349-<b>C</b>,"7 x 10-14",,0.58,1.18,'-,[1.13-1.24],"HLA-DQB1, HLA-DQA1",Asthma,asthma,'-,GCST000804,6:32658092
rs2305480-<b>G</b>,"1 x 10-7",,0.55,1.18,'-,[1.11-1.23],GSDMB,Asthma,asthma,'-,GCST000804,17:39905943
rs2073643-<b>T</b>,"2 x 10-7",,0.45,1.11,'-,[1.06-1.15],SLC22A5,Asthma,asthma,'-,GCST000804,5:132387596
rs11071559-<b>C</b>,"1 x 10-7",,0.86,1.18,'-,[1.11-1.25],RORA,Asthma,asthma,'-,GCST000804,15:60777789
rs2786098-<b>?</b>,"2 x 10-13",,NR,'-,'-,[NR],CRB1,Asthma,asthma,'-,GCST000548,1:197356778
rs2786098-<b>?</b>,"9 x 10-11",(EA),0.848,1.43,'-,'-,CRB1,Asthma,asthma,'-,GCST000548,1:197356778
rs2244012-<b>C</b>,"3 x 10-7",,0.21,1.64,'-,[1.36-1.97],RAD50,Asthma,asthma,'-,GCST000576,5:132565533
rs17525472-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,"DMXL2, SCG3",Asthma,asthma,'-,GCST000576,15:51677471
rs4815617-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,"AP5S1, MAVS",Asthma,asthma,'-,GCST000576,20:3846662
rs13408661-<b>G</b>,"1 x 10-9",,0.84,1.23,'-,[1.15-1.31],"IL1RL1, IL18R1",Asthma,asthma,'-,GCST001701,2:102338622
rs9268516-<b>T</b>,"1 x 10-8",,0.24,1.15,'-,[1.10-1.21],"HLA-DRA, TSBP1-AS1",Asthma,asthma,'-,GCST001701,6:32411712
rs6503525-<b>C</b>,"5 x 10-7",,0.43,1.33,'-,[NR],LRRC3C,Asthma,asthma,'-,GCST000910,17:39938921
chr2:211694960-<b>?</b>,"7 x 10-6",,NR,1.59,'-,[1.30-1.94],'-,Asthma,asthma,'-,GCST001508,"Mapping not available"
rs6867913-<b>?</b>,"4 x 10-6",,NR,1.33,'-,[1.18-1.49],"NDFIP1, GNPDA1",Asthma,asthma,'-,GCST001508,5:142066415
rs10970976-<b>?</b>,"4 x 10-6",,NR,1.28,'-,[1.16-1.43],ACO1,Asthma,asthma,'-,GCST001508,9:32433528
rs4794820-<b>?</b>,"1 x 10-8",,NR,1.33,'-,[1.20-1.45],LRRC3C,Asthma,asthma,'-,GCST001508,17:39933091
rs16984547-<b>?</b>,"4 x 10-6",,NR,1.43,'-,[1.23-1.66],ZNF665,Asthma,asthma,'-,GCST001508,19:53178789
rs9807989-<b>?</b>,"6 x 10-8",,NR,1.33,'-,[1.20-1.47],IL18R1,Asthma,asthma,'-,GCST001508,2:102354740
rs11745587-<b>?</b>,"2 x 10-6",,NR,1.26,'-,[1.15-1.39],"IRF1-AS1, IRF1",Asthma,asthma,'-,GCST001508,5:132461230
rs7686660-<b>T</b>,"2 x 10-12",,0.27,1.16,'-,[1.11-1.21],'-,Asthma,asthma,'-,GCST001183,4:143082006
rs3805236-<b>G</b>,"7 x 10-8",,0.25,1.12,'-,[1.08-1.17],GAB1,Asthma,asthma,'-,GCST001183,4:143436584
rs1837253-<b>C</b>,"1 x 10-16",,0.35,1.17,'-,[1.13-1.22],TSLP,Asthma,asthma,'-,GCST001183,5:111066174
rs204993-<b>A</b>,"2 x 10-15",,0.58,1.17,'-,[1.12-1.21],PBX2,Asthma,asthma,'-,GCST001183,6:32187804
rs404860-<b>A</b>,"4 x 10-23",,0.50,1.21,'-,[1.16-1.25],NOTCH4,Asthma,asthma,'-,GCST001183,6:32216568
rs3129943-<b>T</b>,"3 x 10-15",,0.62,1.17,'-,[1.12-1.21],"TSBP1, TSBP1-AS1",Asthma,asthma,'-,GCST001183,6:32370918
rs3117098-<b>G</b>,"5 x 10-12",,0.25,1.16,'-,[1.11-1.21],TSBP1-AS1,Asthma,asthma,'-,GCST001183,6:32390736
rs3129890-<b>T</b>,"5 x 10-13",,0.61,1.15,'-,[1.11-1.20],"HLA-DRA, HLA-DRB9",Asthma,asthma,'-,GCST001183,6:32446496
rs10508372-<b>C</b>,"2 x 10-15",,0.433,1.16,'-,[1.12-1.21],"LINC02676, PPRC1",Asthma,asthma,'-,GCST001183,10:8930055
rs1701704-<b>G</b>,"2 x 10-13",,0.18,1.19,'-,[1.14-1.25],IKZF4,Asthma,asthma,'-,GCST001183,12:56018703
rs2069408-<b>C</b>,"1 x 10-10",,0.23,1.15,'-,[1.10-1.20],"CDK2, PMEL",Asthma,asthma,'-,GCST001183,12:55970537
rs7775228-<b>A</b>,"5 x 10-15",,0.63,1.17,'-,[1.12-1.21],"MTCO3P1, HLA-DQB1",Asthma,asthma,'-,GCST001183,6:32690302
rs9275698-<b>T</b>,"5 x 10-12",,0.79,1.18,'-,[1.12-1.24],"HLA-DQB3, MTCO3P1",Asthma,asthma,'-,GCST001183,6:32720196
rs9500927-<b>T</b>,"4 x 10-9",,0.26,1.13,'-,[1.09-1.18],"HLA-DOA, BRD2",Asthma,asthma,'-,GCST001183,6:32993584
rs3119939-<b>?</b>,"8 x 10-6",,0.51,1.08,'-,[1.04-1.10],'-,Asthma,asthma,'-,GCST001226,13:63064196
rs7922491-<b>A</b>,"5 x 10-7",,0.11,1.13,'-,[1.08-1.19],PRKG1,Asthma,asthma,'-,GCST001226,10:51733713
rs4129267-<b>T</b>,"2 x 10-8",,0.37,1.09,'-,[1.06-1.12],IL6R,Asthma,asthma,'-,GCST001226,1:154453788
rs7130588-<b>G</b>,"2 x 10-8",,0.34,1.09,'-,[1.06-1.13],"EMSY, LINC02757",Asthma,asthma,'-,GCST001226,11:76559639
rs3019885-<b>G</b>,"5 x 10-13",,0.31,1.34,'-,[1.24-1.45],SLC30A8,Asthma,asthma,'-,GCST001172,8:117013406
rs987870-<b>C</b>,"2 x 10-10",,0.14,1.4,'-,[1.26-1.55],HLA-DPA1,Asthma,asthma,'-,GCST001172,6:33075103
rs2858892-<b>?</b>,"4 x 10-7",,NR,1.34,'-,'-,"HLA-DQB3, MTCO3P1","Adult asthma",asthma,'-,GCST007519,6:32725465
rs2402306-<b>?</b>,"3 x 10-6",,NR,1.255,'-,'-,UNC79,"Adult asthma",asthma,'-,GCST007519,14:93544435
rs73052520-<b>C</b>,"5 x 10-6",(Latino),0.976,2.3255813,'-,[1.61-3.33],CTNND2,"Asthma with severe exacerbations",asthma,'-,GCST011457,5:11868176
rs113516984-<b>T</b>,"5 x 10-6",(Latino),0.893,1.5151515,'-,[1.27-1.79],"SP2-DT, SP6","Asthma with severe exacerbations",asthma,'-,GCST011457,17:47887076
rs17759529-<b>C</b>,"6 x 10-8",(Latino),0.844,1.4925373,'-,[1.3-1.72],DPP4,"Asthma with severe exacerbations",asthma,'-,GCST011457,2:161994503
rs12946510-<b>C</b>,"7 x 10-11",(Latino),0.682,1.4705882,'-,[1.32-1.67],"IKZF3, GRB7","Asthma with severe exacerbations",asthma,'-,GCST011457,17:39756124
rs6132057-<b>A</b>,"3 x 10-6",(Latino),0.847,1.4492754,'-,[1.23-1.69],DZANK1,"Asthma with severe exacerbations",asthma,'-,GCST011457,20:18410336
rs591709-<b>C</b>,"2 x 10-6",(Latino),0.851,1.4285715,'-,[1.23-1.67],MED17,"Asthma with severe exacerbations",asthma,'-,GCST011457,11:93787149
rs11613333-<b>C</b>,"3 x 10-7",(Latino),0.421,1.34,'-,[1.20-1.50],"MIR4472-2, LINC02457","Asthma with severe exacerbations",asthma,'-,GCST011457,12:116442573
rs4952375-<b>A</b>,"1 x 10-6",(Latino),0.227,1.37,'-,[1.20-1.55],LDHAP3,"Asthma with severe exacerbations",asthma,'-,GCST011457,2:41789723
rs2411306-<b>A</b>,"3 x 10-6",(Latino),0.236,1.4,'-,[1.21-1.60],FSIP1,"Asthma with severe exacerbations",asthma,'-,GCST011457,15:39674256
rs8076131-<b>A</b>,"3 x 10-10",(Latino),0.326,1.45,'-,[1.29-1.63],ORMDL3,"Asthma with severe exacerbations",asthma,'-,GCST011457,17:39924659
rs112599943-<b>C</b>,"2 x 10-6",(Latino),0.039,1.92,'-,[1.47-2.50],"MTCYBP4, EYA4","Asthma with severe exacerbations",asthma,'-,GCST011457,6:133178585
rs181042383-<b>A</b>,"1 x 10-6",(Latino),0.04,1.95,'-,[1.49-2.56],LINC00504,"Asthma with severe exacerbations",asthma,'-,GCST011457,4:14885862
rs76605301-<b>T</b>,"3 x 10-6",(Latino),0.027,2.14,'-,[1.56-2.94],NUDT5,"Asthma with severe exacerbations",asthma,'-,GCST011457,10:12185307
rs187089444-<b>A</b>,"9 x 10-7",(Latino),0.029,2.19,'-,[1.60-2.99],NAALADL2,"Asthma with severe exacerbations",asthma,'-,GCST011457,3:174801440
rs78968521-<b>G</b>,"1 x 10-6",(Latino),0.023,2.38,'-,[1.68-3.38],SH3D19,"Asthma with severe exacerbations",asthma,'-,GCST011457,4:151293521
rs4952375-<b>A</b>,"4 x 10-8",,NR,1.39,'-,[1.23-1.56],LDHAP3,"Asthma with severe exacerbations",asthma,'-,GCST011457,2:41789723
rs17759529-<b>C</b>,"4 x 10-7",,NR,1.3157895,'-,[0.98-1.75],DPP4,"Asthma with severe exacerbations",asthma,'-,GCST011457,2:161994503
rs112599943-<b>C</b>,"6 x 10-7",,NR,1.7,'-,[1.38-2.09],"MTCYBP4, EYA4","Asthma with severe exacerbations",asthma,'-,GCST011457,6:133178585
rs11613333-<b>C</b>,"2 x 10-7",,NR,1.33,'-,[1.20-1.48],"MIR4472-2, LINC02457","Asthma with severe exacerbations",asthma,'-,GCST011457,12:116442573
rs12946510-<b>C</b>,"1 x 10-10",,NR,1.4084507,'-,[1.27-1.56],"IKZF3, GRB7","Asthma with severe exacerbations",asthma,'-,GCST011457,17:39756124
rs113516984-<b>T</b>,"8 x 10-7",,NR,1.5151515,'-,[1.28-1.79],"SP2-DT, SP6","Asthma with severe exacerbations",asthma,'-,GCST011457,17:47887076
rs11658582-<b>G</b>,"1 x 10-10",,0.626,'-,"0.905 unit decrease",[0.63-1.18],"SMARCE1, CCR7","Asthma (age of onset)",asthma,'-,GCST007994,17:40606948
rs3771175-<b>T</b>,"8 x 10-17",,0.863,'-,"1.726 unit decrease",[1.32-2.13],"IL1RL1, IL18R1","Asthma (age of onset)",asthma,'-,GCST007994,2:102343750
rs10187276-<b>T</b>,"2 x 10-8",,0.251,'-,"0.865 unit decrease",[0.56-1.17],"SNRPGP8, CCL20","Asthma (age of onset)",asthma,'-,GCST007994,2:227805721
rs78147778-<b>T</b>,"2 x 10-8",,0.748,'-,"0.914 unit decrease",[0.6-1.23],D2HGDH,"Asthma (age of onset)",asthma,'-,GCST007994,2:241742614
rs2889896-<b>C</b>,"8 x 10-13",,0.547,'-,"0.975 unit decrease",[0.71-1.24],LPP,"Asthma (age of onset)",asthma,'-,GCST007994,3:188384928
rs4705962-<b>T</b>,"6 x 10-10",,0.229,'-,"0.985 unit decrease",[0.67-1.3],KIF3A,"Asthma (age of onset)",asthma,'-,GCST007994,5:132693166
rs9274659-<b>A</b>,"7 x 10-18",,0.67,'-,"1.249 unit decrease",[0.96-1.53],"MTCO3P1, HLA-DQB1","Asthma (age of onset)",asthma,'-,GCST007994,6:32668608
rs1093-<b>G</b>,"8 x 10-10",,0.212,'-,"0.994 unit decrease",[0.68-1.31],HLA-B,"Asthma (age of onset)",asthma,'-,GCST007994,6:31354129
rs12207974-<b>C</b>,"9 x 10-11",,0.776,'-,"1.066 unit decrease",[0.74-1.39],"RANP1, HLA-E","Asthma (age of onset)",asthma,'-,GCST007994,6:30487517
rs7848215-<b>T</b>,"8 x 10-12",,0.261,'-,"1.031 unit decrease",[0.74-1.33],"GTF3AP1, IL33","Asthma (age of onset)",asthma,'-,GCST007994,9:6213468
rs1696361-<b>T</b>,"7 x 10-7",,0.359,'-,"0.696 unit decrease",[0.42-0.97],"HNF1A-AS1, RPL12P33","Asthma (age of onset)",asthma,'-,GCST007994,12:120926020
rs10774625-<b>G</b>,"1 x 10-7",,0.504,'-,"0.713 unit decrease",[0.45-0.98],ATXN2,"Asthma (age of onset)",asthma,'-,GCST007994,12:111472415
rs1837253-<b>C</b>,"4 x 10-6",,0.74,'-,"0.733 unit decrease",[0.42-1.04],TSLP,"Asthma (age of onset)",asthma,'-,GCST007994,5:111066174
rs11071559-<b>C</b>,"5 x 10-6",,0.872,'-,"0.958 unit decrease",[0.55-1.37],RORA,"Asthma (age of onset)",asthma,'-,GCST007994,15:60777789
rs2069763-<b>A</b>,"8 x 10-6",,0.334,'-,"0.631 unit decrease",[0.35-0.91],IL2,"Asthma (age of onset)",asthma,'-,GCST007994,4:122456327
rs13416555-<b>C</b>,"2 x 10-6",,0.705,'-,"0.715 unit decrease",[0.42-1.01],LINC00299,"Asthma (age of onset)",asthma,'-,GCST007994,2:8301605
rs479844-<b>G</b>,"1 x 10-6",,0.555,'-,"0.657 unit decrease",[0.39-0.92],"AP5B1, OVOL1","Asthma (age of onset)",asthma,'-,GCST007994,11:65784486
rs34880821-<b>A</b>,"8 x 10-6",,0.283,'-,"0.667 unit decrease",[0.37-0.96],"MTCYBP42, IL6","Asthma (age of onset)",asthma,'-,GCST007994,7:22735831
rs117137535-<b>A</b>,"3 x 10-8",,0.026,'-,"2.464 unit decrease",[1.59-3.34],ARRDC1,"Asthma (age of onset)",asthma,'-,GCST007994,9:137605991
rs12365699-<b>G</b>,"4 x 10-14",,0.833,'-,"1.396 unit decrease",[1.03-1.76],"CXCR5, Y_RNA","Asthma (age of onset)",asthma,'-,GCST007994,11:118872577
rs12964116-<b>G</b>,"5 x 10-8",,0.036,'-,"1.916 unit decrease",[1.23-2.6],SERPINB7,"Asthma (age of onset)",asthma,'-,GCST007994,18:63775385
rs4574025-<b>T</b>,"2 x 10-10",,0.535,'-,"0.871 unit decrease",[0.6-1.14],TNFRSF11A,"Asthma (age of onset)",asthma,'-,GCST007994,18:62342581
rs4795399-<b>T</b>,"7 x 10-65",,0.529,'-,"2.286 unit decrease",[2.02-2.55],GSDMB,"Asthma (age of onset)",asthma,'-,GCST007994,17:39905186
rs5743618-<b>C</b>,"5 x 10-22",,0.774,'-,"1.578 unit decrease",[1.26-1.9],TLR1,"Asthma (age of onset)",asthma,'-,GCST007994,4:38797027
rs61816761-<b>A</b>,"8 x 10-27",,0.024,'-,"4.571 unit decrease",[3.74-5.41],"FLG, FLG-AS1","Asthma (age of onset)",asthma,'-,GCST007994,1:152313385
rs61894547-<b>T</b>,"4 x 10-15",,0.052,'-,"2.227 unit decrease",[1.67-2.78],EMSY,"Asthma (age of onset)",asthma,'-,GCST007994,11:76537586
rs7518129-<b>G</b>,"5 x 10-9",,0.31,'-,"0.849 unit decrease",[0.56-1.13],TNFSF4,"Asthma (age of onset)",asthma,'-,GCST007994,1:173194429
rs10208293-<b>G</b>,"1 x 10-15",,0.73,'-,'-,'-,"IL1RL1, IL18R1","Asthma (age of onset)",asthma,'-,GCST007994,2:102349850
rs9272346-<b>A</b>,"7 x 10-8",,0.59,'-,'-,'-,HLA-DQA1,"Asthma (age of onset)",asthma,'-,GCST007994,6:32636595
rs928413-<b>G</b>,"5 x 10-11",,0.25,'-,'-,'-,"GTF3AP1, IL33","Asthma (age of onset)",asthma,'-,GCST007994,9:6213387
rs9901146-<b>G</b>,"4 x 10-57",,0.51,'-,'-,'-,"ZPBP2, GSDMB","Asthma (age of onset)",asthma,'-,GCST007994,17:39887090
rs13277810-<b>T</b>,"3 x 10-8",,0.12,1.26,'-,[1.17-1.37],'-,"Adult asthma",asthma,'-,GCST007266,8:2693300
rs114647118-<b>C</b>,"3 x 10-7",,0.99,2.08,'-,[1.59-2.70],TATDN1,"Adult asthma",asthma,'-,GCST007266,8:124519112
rs3122929-<b>T</b>,"9 x 10-7",,0.27,1.17,'-,[1.10-1.24],STAT6,"Adult asthma",asthma,'-,GCST007266,12:57115319
rs10519067-<b>G</b>,"2 x 10-7",,0.71,1.18,'-,[1.18-1.33],RORA,"Adult asthma",asthma,'-,GCST007266,15:60776148
rs907092-<b>G</b>,"4 x 10-12",,0.80,1.25,'-,[1.18-1.33],IKZF3,"Adult asthma",asthma,'-,GCST007266,17:39766006
chr6:145053377-<b>C</b>,"8 x 10-7",,0.117,'-,'-,'-,'-,"Adult asthma",asthma,'-,GCST007266,"Mapping not available"
chr4:130040437-<b>T</b>,"2 x 10-7",(AA),0.6047,1.22,'-,[1.14-1.32],'-,"Adult asthma",asthma,'-,GCST007266,"Mapping not available"
chr18:42607527-<b>G</b>,"8 x 10-7",,0.021,'-,'-,'-,'-,"Adult asthma",asthma,'-,GCST007266,"Mapping not available"
chr19:54192692-<b>G</b>,"5 x 10-7",,0.039,'-,'-,'-,'-,"Adult asthma",asthma,'-,GCST007266,"Mapping not available"
chr1:234597720-<b>A</b>,"9 x 10-7",(AA),0.0093,3.74,'-,[2.21-6.33],'-,"Adult asthma",asthma,'-,GCST007266,"Mapping not available"
chr17:38040119-<b>C</b>,"3 x 10-11",,0.175,'-,'-,'-,'-,"Adult asthma",asthma,'-,GCST007266,"Mapping not available"
rs301816-<b>A</b>,"1 x 10-12",,NR,1.05,'-,[1.04-1.06],RERE,Asthma,asthma,'-,GCST007798,1:8444998
rs11121240-<b>T</b>,"2 x 10-9",,NR,1.042,'-,[1.03-1.06],RERE,Asthma,asthma,'-,GCST007798,1:8834298
rs67551275-<b>T</b>,"6 x 10-11",,NR,1.046,'-,[1.03-1.06],SPSB1,Asthma,asthma,'-,GCST007798,1:9296617
rs541559418-<b>A</b>,"2 x 10-10",,NR,1.215,'-,[1.15-1.28],TDRKH,Asthma,asthma,'-,GCST007798,1:151788046
rs4845604-<b>G</b>,"3 x 10-14",,NR,1.077,'-,[1.06-1.1],RORC,Asthma,asthma,'-,GCST007798,1:151829204
rs115045402-<b>A</b>,"2 x 10-20",,NR,1.249,'-,[1.2-1.3],"SPTLC1P4, S100A11",Asthma,asthma,'-,GCST007798,1:152057072
rs12123821-<b>T</b>,"4 x 10-24",,NR,1.177,'-,[1.15-1.21],FLG-AS1,Asthma,asthma,'-,GCST007798,1:152206676
rs61816761-<b>A</b>,"1 x 10-30",,NR,1.323,'-,[1.28-1.37],"FLG, FLG-AS1",Asthma,asthma,'-,GCST007798,1:152313385
rs2070901-<b>T</b>,"9 x 10-12",,NR,1.054,'-,[1.04-1.07],FCER1G,Asthma,asthma,'-,GCST007798,1:161215268
rs2056625-<b>G</b>,"5 x 10-21",,NR,1.067,'-,[1.05-1.08],CD247,Asthma,asthma,'-,GCST007798,1:167451062
